uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
2CM013,2,CFM International,CFM56-5B,CFM56-5B2,,TF,5.6,31.3,137.9,C,,,NME,Yes,Out of production,,3.0,1.0,4.31,0.24,4.05,4.53,6.6,33.9,596.0,3.0,1.0,38.6,0.21,38.3,38.7,47.4,40.2,5319.0,3.0,1.0,61.5,0.5,61.2,62.2,71.3,8485.0,69.5,86.9,102.4,115.8,135.2,3.0,1.0,10.1,1.3,8.6,11.0,13.0,60.0,Jet A,1.93,1.93,16.8,16.8,489.0,0.0,,0,,97.49,98.18,283.4,293.9,0.0067,0.0076,CFM56 Evaluation Engineering,Peebles Site IIIB,1992-10-07,1992-10-08,
2CM017,2,CFM International,CFM56-5B/2,CFM56-5B2/2,DAC,TF,5.7,31.2,137.9,C,,,NME,Yes,Out of production,,3.0,2.0,8.1,,7.9,8.9,10.5,53.6,1128.0,3.0,2.0,75.4,,70.0,80.9,85.9,72.8,10404.0,3.0,2.0,41.8,,40.7,42.8,46.0,5756.0,44.9,56.2,66.3,75.0,87.6,3.0,2.0,4.75,,4.5,5.0,5.6,25.8,Jet A,1.93,1.93,16.8,16.8,503.0,0.0,,0,,100.67,101.01,293.0,299.0,0.0114,0.0129,CFM56 Evaluation Engineering,PTO Site IIIC,1994-06-15,1994-07-01,
4CM037,4,CFM International,CFM56-5B/2P,CFM56-5B2/2P,DAC-II,TF,5.6,31.6,137.9,C,,,DTEPS,Yes,Out of production,,4.0,2.0,6.13,,5.6,6.7,8.0,40.7,877.0,4.0,2.0,66.47,,62.6,70.3,75.7,64.2,9478.0,4.0,2.0,42.12,,41.4,42.9,46.3,5844.0,44.9,56.1,66.0,74.5,86.8,4.0,2.0,2.15,,2.0,2.3,2.5,11.6,Jet A,1.93,1.93,17.33,17.33,501.0,0.0,,0,,98.5,99.74,284.6,292.4,0.0081,0.0115,GEAE Peebles + Techspace Aero (CFMI),"Peebles, Ohio + Liers, Belgium",1996-08-01,1996-09-01,
3CM024,3,CFM International,CFM56-5B/P,CFM56-5B2/P,,TF,5.6,31.57,137.9,C,,,NME,Yes,Out of production,,3.0,1.0,5.13,,,,7.9,40.3,712.0,3.0,1.0,27.18,,,,33.4,28.3,3776.0,3.0,1.0,56.0,,,,64.9,7723.0,62.9,78.7,92.5,104.5,121.9,3.0,1.0,5.4,,,,7.0,32.3,Jet A,1.92,1.92,19.0,19.0,464.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero Facility, Liege, Belgium",1995-11-01,,
4CM038,4,CFM International,CFM56-5B/2P,CFM56-5B3/2P,DAC-II,TF,5.6,32.8,142.4,C,,,DTEPS,Yes,Out of production,,4.0,2.0,5.57,,5.1,6.0,7.3,37.0,807.0,4.0,2.0,62.79,,59.3,66.3,71.5,60.6,9141.0,4.0,2.0,44.93,,44.3,45.5,49.4,6420.0,46.8,58.5,68.1,76.5,88.7,4.0,2.0,2.25,,2.1,2.4,2.6,12.3,Jet A,1.93,1.93,17.33,17.33,512.0,0.0,,0,,98.5,99.74,284.6,292.4,0.0081,0.0115,GEAE Peebles + Techspace Aero (CFMI),"Peebles, Ohio + Liers, Belgium",1996-08-01,1996-09-01,
3CM025,3,CFM International,CFM56-5B/P,CFM56-5B3/P,,TF,5.6,32.78,142.35,C,,,NME,Yes,Out of production,,3.0,1.0,5.0,,,,7.7,39.3,708.0,3.0,1.0,26.48,,,,32.5,27.5,3777.0,3.0,1.0,58.81,,,,68.2,8360.0,64.6,80.8,94.0,105.7,122.5,3.0,1.0,5.4,,,,7.0,32.6,Jet A,1.92,1.92,19.0,19.0,478.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero Facility, Liege, Belgium",1995-11-01,,
2CM014,2,CFM International,CFM56-5B,CFM56-5B4,,TF,5.9,27.1,117.9,C,,,NME,Yes,Out of production,,3.0,1.0,5.7,0.4,5.26,6.04,8.8,44.8,674.0,3.0,1.0,47.3,0.38,47.0,47.7,58.1,49.2,5595.0,3.0,1.0,49.7,0.5,49.3,50.2,57.6,5861.0,61.1,76.4,92.4,105.0,125.1,3.0,1.0,11.7,1.3,10.2,12.7,15.1,66.7,Jet A,1.93,1.93,16.8,16.8,421.0,0.0,,0,,97.49,98.18,283.4,293.9,0.0067,0.0076,CFM56 Evaluation Engineering,Peebles Site IIIB,1992-10-07,1992-10-08,
2CM018,2,CFM International,CFM56-5B/2,CFM56-5B4/2,DAC,TF,5.7,27.1,117.9,C,,,NME,Yes,Out of production,,3.0,2.0,11.2,,10.4,12.0,14.6,74.5,1350.0,3.0,2.0,93.5,,87.6,99.3,106.5,90.3,11234.0,3.0,2.0,31.5,,31.0,31.9,34.6,3783.0,36.7,45.9,55.5,63.1,75.2,3.0,2.0,4.75,,4.5,5.0,5.6,24.8,Jet A,1.93,1.93,16.8,16.8,447.0,0.0,,0,,100.67,101.01,293.0,299.0,0.0114,0.0129,CFM56 Evaluation Engineering,PTO Site IIIC,1994-06-15,1994-07-01,
3CM021,3,CFM International,CFM56-5B/2P,CFM56-5B4/2P,DAC-II,TF,5.9,27.7,120.1,C,,,DTEPS,Yes,Out of production,,4.0,2.0,9.2,,8.2,10.1,12.0,61.2,1136.0,4.0,2.0,84.7,,79.0,90.4,96.5,81.8,10400.0,4.0,2.0,31.7,,31.1,32.4,34.9,3847.0,36.6,45.7,55.1,62.6,74.4,4.0,2.0,2.0,,1.8,2.2,2.3,10.2,Jet A,1.93,1.93,17.33,17.33,442.0,0.0,,0,,98.5,99.74,284.6,292.4,0.0081,0.0115,GEAE Peebles + Techspace Aero (CFMI),"Peebles Ohio, USE + Liers, Belgium",1996-08-01,1996-09-01,
3CM026,3,CFM International,CFM56-5B/P,CFM56-5B4/P,,TF,5.9,27.69,120.11,C,,,NME,Yes,Out of production,,3.0,1.0,6.77,,,,10.4,53.1,818.0,3.0,1.0,34.3,,,,42.1,35.7,4123.0,3.0,1.0,47.06,,,,54.6,5641.0,57.2,71.6,86.3,98.0,116.5,3.0,1.0,5.4,,,,7.0,31.1,Jet A,1.92,1.92,19.0,19.0,408.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero Facility, Liege, Belgium",1995-11-01,,
3CM027,3,CFM International,CFM56-5B/P,CFM56-5B5/P,,TF,5.9,23.33,97.89,C,,,NME,Yes,Out of production,,3.0,1.0,9.96,,,,15.3,78.1,980.0,3.0,1.0,48.31,,,,59.3,50.3,4743.0,3.0,1.0,38.23,,,,44.3,3732.0,51.1,63.9,78.6,89.4,108.8,3.0,1.0,5.4,,,,7.0,29.4,Jet A,1.92,1.92,19.0,19.0,344.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero Facility, Liege, Belgium",1995-11-01,,
2CM019,2,CFM International,CFM56-5B/2,CFM56-5B6/2,DAC,TF,5.7,24.8,104.5,C,,,NME,Yes,Out of production,,9.0,4.0,5.84,,4.58,8.45,6.7,34.0,630.0,9.0,4.0,103.35,,97.66,109.78,110.6,93.7,10842.0,9.0,4.0,30.2,,29.37,31.42,31.7,3158.0,35.4,44.2,54.0,61.4,74.1,9.0,4.0,3.7,,3.1,4.2,4.0,17.1,Jet A,1.92,1.92,18.1,18.1,400.0,0.0,,0,,99.29,101.01,288.0,298.0,0.01,0.0146,"SNECMA, Villaroche, France","Techspace Aero, Liege, Belgium",1995-06-19,1995-07-28,
3CM022,3,CFM International,CFM56-5B/2P,CFM56-5B6/2P,DAC-II,TF,6.0,24.6,104.5,C,,,DTEPS,Yes,Out of production,,4.0,2.0,7.9,,7.6,8.2,10.3,52.6,849.0,4.0,2.0,96.7,,95.2,98.2,110.2,93.4,10205.0,4.0,2.0,28.8,,28.4,29.2,31.7,3020.0,35.5,44.4,54.3,61.7,74.6,4.0,2.0,6.7,,6.2,7.1,7.9,33.8,Jet A,1.93,1.93,17.33,17.33,394.0,0.0,,0,,98.5,99.74,284.6,292.4,0.0081,0.0115,GEAE Peebles + Techspace Aero (CFMI),"Peebles Ohio, USE + Liers, Belgium",1996-08-01,1996-09-01,
3CM028,3,CFM International,CFM56-5B/P,CFM56-5B6/P,,TF,6.0,24.64,104.53,C,,,NME,Yes,Out of production,,3.0,1.0,8.61,,,,13.3,67.9,901.0,3.0,1.0,43.27,,,,53.1,45.0,4525.0,3.0,1.0,40.49,,,,46.9,4232.0,52.5,65.7,80.3,91.2,110.2,3.0,1.0,5.4,,,,7.0,29.9,Jet A,1.92,1.92,19.0,19.0,363.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero Facility, Liege, Belgium",1995-11-01,,
6CM044,6,CFM International,CFM56-5B/P,CFM56-5B7/P,,TF,5.9,27.69,120.11,C,,,NME,Yes,Out of production,,3.0,1.0,6.77,,,,10.4,53.2,818.0,3.0,1.0,34.33,,,,42.1,35.7,4123.0,3.0,1.0,47.06,,,,54.6,5641.0,57.2,71.5,86.2,97.9,116.5,3.0,1.0,5.4,,,,6.9,30.7,Jet A,1.92,1.92,19.0,19.0,408.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56-5B Eval Engineering,"Techspace-Aero, Liege, Belgium",1995-11-01,,
7CM048,7,CFM International,CFM56-5B/P,CFM56-5B8/P,SAC,TF,5.9,22.6,94.7,C,,,NME,Yes,Out of production,,3.0,1.0,10.8,,,,16.6,84.7,1023.0,3.0,1.0,54.4,,,,66.8,56.6,5176.0,3.0,1.0,35.4,,,,41.0,3358.0,48.1,60.2,74.4,84.5,103.3,3.0,1.0,5.4,,,,6.9,28.7,Jet A,1.92,1.92,19.0,19.0,342.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56 Evaluation Engineering,"Techspace Aero, Liege, Belgium",1995-11-01,,
7CM050,7,CFM International,CFM56-5B/2P,CFM56-5B9/2P,DAC,TF,5.9,24.4,102.2,C,,,DTEPS,Yes,Out of production,,4.0,2.0,7.6,,7.4,7.8,9.9,50.5,789.0,4.0,2.0,94.3,,92.9,95.8,107.5,91.1,9687.0,4.0,2.0,26.9,,26.5,27.2,29.5,2754.0,33.2,41.5,51.0,57.8,69.9,4.0,2.0,6.6,,,,7.8,33.1,Jet A,1.93,1.93,17.33,17.33,381.0,0.0,,0,,98.5,99.74,284.6,292.4,0.0081,0.0115,CFM56 Evaluation Engineering,"GEAE PTO and Techspace Aero, Liege, Belgium",1996-08-01,1996-09-30,
7CM049,7,CFM International,CFM56-5B/P,CFM56-5B9/P,SAC,TF,5.9,24.0,102.2,C,,,NME,Yes,Out of production,,3.0,1.0,9.4,,,,14.4,73.5,970.0,3.0,1.0,48.7,,,,59.7,50.6,5012.0,3.0,1.0,37.9,,,,43.9,3875.0,49.9,62.4,76.5,86.9,105.4,3.0,1.0,5.4,,,,6.9,29.3,Jet A,1.92,1.92,19.0,19.0,365.0,0.0,,0,,98.2,99.6,281.5,283.6,0.0065,0.0075,CFM56 Evaluation Engineering,"Techspace Aero, Liege, Belgium",1995-11-13,,
1CM010,1,CFM International,CFM56-5C,CFM56-5C2,,MTF,6.8,28.8,138.78,C,,,NME,Yes,Out of production,,3.0,1.0,7.56,0.59,6.9,8.01,11.6,59.4,1050.0,3.0,1.0,47.2,1.71,45.4,48.8,57.9,49.1,6546.0,3.0,1.0,50.9,0.04,50.89,50.96,59.0,7077.0,60.5,75.6,90.7,103.0,121.8,3.0,1.0,11.1,1.6,9.3,12.1,14.3,66.0,Jet A,1.95,1.95,17.3,17.3,466.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-04,1991-06-05,
7CM045,7,CFM International,CFM56-5C/P,CFM56-5C2/P,SAC,MTF,6.8,28.2,137.61,C,,,NME,Yes,Out of production,,3.0,1.0,7.2,,,,11.1,56.6,986.0,3.0,1.0,45.7,,,,56.2,47.6,6278.0,3.0,1.0,45.4,,,,52.6,6240.0,54.6,68.2,82.1,93.2,110.5,3.0,1.0,10.7,,,,13.8,63.6,Jet A,1.95,1.95,17.3,17.3,441.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-04,1991-06-05,
1CM011,1,CFM International,CFM56-5C,CFM56-5C3,,MTF,6.7,29.9,144.57,C,,,NME,Yes,Out of production,,3.0,1.0,7.0,0.49,6.45,7.41,10.8,55.0,1012.0,3.0,1.0,44.5,1.69,42.7,46.1,54.6,46.3,6436.0,3.0,1.0,53.8,0.22,53.5,53.9,62.4,7770.0,62.5,78.1,93.3,106.0,124.9,3.0,1.0,11.8,1.6,9.9,12.8,15.2,71.0,Jet A,1.95,1.95,17.3,17.3,483.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-04,1991-06-05,
7CM046,7,CFM International,CFM56-5C/P,CFM56-5C3/P,SAC,MTF,6.7,29.2,143.33,C,,,NME,Yes,Out of production,,3.0,1.0,6.6,,,,10.2,52.0,943.0,3.0,1.0,42.8,,,,52.6,44.6,6142.0,3.0,1.0,47.8,,,,55.4,6858.0,56.3,70.4,84.3,95.8,113.1,3.0,1.0,11.6,,,,14.9,69.5,Jet A,1.95,1.95,17.3,17.3,458.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-01,,
2CM015,2,CFM International,CFM56-5C,CFM56-5C4,,MTF,6.6,31.15,151.25,C,,,NME,Yes,Out of production,,3.0,1.0,6.4,0.44,5.95,6.83,9.9,50.5,975.0,3.0,1.0,41.6,1.37,39.7,42.4,51.1,43.3,6308.0,3.0,1.0,57.5,0.33,57.2,57.9,66.7,8702.0,65.2,81.5,96.2,108.9,127.2,3.0,1.0,12.6,1.4,10.7,13.6,16.2,76.7,Jet A,1.95,1.95,17.3,17.3,505.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-04,1991-06-05,
7CM047,7,CFM International,CFM56-5C/P,CFM56-5C4/P,SAC,MTF,6.6,30.5,149.9,C,,,NME,Yes,Out of production,,3.0,1.0,6.0,,,,9.3,47.4,897.0,3.0,1.0,39.9,,,,48.9,41.4,5964.0,3.0,1.0,50.9,,,,59.0,7641.0,58.4,73.0,86.8,98.4,115.4,3.0,1.0,12.0,,,,15.4,72.7,Jet A,1.95,1.95,17.3,17.3,478.0,0.0,,0,,97.77,98.11,286.0,295.0,0.0061,0.0074,CFM56 Evaluation Engineering,PTO Site IVD,1991-06-01,,
01P08CM102,8,CFM International,CFM56-5B/3,CFM56-5B1/3,Tech Insertion,TF,5.5,30.2,133.4,C,,,NME,Yes,,,7.0,3.0,1.8,0.29,1.48,2.06,2.1,10.7,240.0,7.0,3.0,37.35,2.2,34.9,39.0,40.4,34.2,4984.0,7.0,3.0,43.08,0.9,42.5,44.1,45.6,5749.0,45.4,56.8,67.7,76.8,90.3,7.0,3.0,14.9,5.5,8.6,18.3,16.4,75.0,Jet A,1.92,1.93,16.2,17.5,448.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM103,8,CFM International,CFM56-5B/3,CFM56-5B2/3,Tech Insertion,TF,5.5,31.3,137.9,C,,,NME,Yes,,,7.0,3.0,1.6,0.27,1.31,1.85,1.87,9.5,221.0,7.0,3.0,35.32,2.1,32.9,36.9,38.2,32.4,4870.0,7.0,3.0,45.46,0.8,44.8,46.3,48.2,6268.0,47.0,58.7,69.8,78.3,91.4,7.0,3.0,15.5,5.7,8.9,19.2,17.1,78.9,Jet A,1.92,1.93,16.2,17.5,463.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM104,8,CFM International,CFM56-5B/3,CFM56-5B3/3,Tech Insertion,TF,5.4,32.6,142.3,C,,,NME,Yes,,,7.0,3.0,1.43,0.26,1.15,1.67,1.67,8.5,204.0,7.0,3.0,33.47,2.0,31.2,35.0,36.2,30.7,4765.0,7.0,3.0,48.3,0.6,47.7,48.9,51.2,6875.0,48.7,60.8,72.0,79.8,92.6,7.0,3.0,16.0,6.2,8.9,20.2,17.6,81.9,Jet A,1.92,1.93,16.2,17.5,478.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM105,8,CFM International,CFM56-5B/3,CFM56-5B4/3,Tech Insertion,TF,5.7,27.3,120.1,C,,,NME,Yes,,,7.0,3.0,2.61,0.36,2.21,2.93,3.05,15.6,314.0,7.0,3.0,44.84,2.4,42.0,46.6,48.5,41.1,5386.0,7.0,3.0,37.56,1.1,36.6,38.8,39.8,4511.0,42.1,52.6,63.5,72.2,85.9,7.0,3.0,13.4,4.5,8.4,16.9,14.7,65.3,Jet A,1.92,1.93,16.2,17.5,407.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM106,8,CFM International,CFM56-5B/3,CFM56-5B5/3,Tech Insertion,TF,6.0,23.1,97.9,C,,,NME,Yes,,,7.0,3.0,5.31,0.55,4.68,5.7,6.2,31.6,520.0,7.0,3.0,64.82,2.9,61.5,66.5,70.1,59.4,6343.0,7.0,3.0,31.13,1.1,30.1,32.2,33.0,3047.0,38.3,47.9,59.0,67.0,81.7,7.0,3.0,9.7,2.1,8.0,12.1,10.7,44.9,Jet A,1.92,1.93,16.2,17.5,343.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM107,8,CFM International,CFM56-5B/3,CFM56-5B6/3,Tech Insertion,TF,5.9,24.3,104.5,C,,,NME,Yes,,,7.0,3.0,4.24,0.48,3.7,4.61,4.95,25.3,440.0,7.0,3.0,57.45,2.7,54.3,59.3,62.1,52.6,5912.0,7.0,3.0,32.81,1.1,31.8,34.0,34.8,3363.0,39.3,49.1,60.1,68.3,82.7,7.0,3.0,11.3,2.6,8.3,12.9,12.4,53.0,Jet A,1.92,1.93,16.2,17.5,361.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM108,8,CFM International,CFM56-5B/3,CFM56-5B7/3,Tech Insertion,TF,5.7,27.3,120.1,C,,,NME,Yes,,,7.0,3.0,2.61,0.36,2.21,2.93,3.05,15.6,314.0,7.0,3.0,44.84,2.4,42.0,46.6,48.5,41.1,5386.0,7.0,3.0,37.56,1.1,36.8,38.8,39.8,4511.0,42.1,52.6,63.5,72.2,85.9,7.0,3.0,13.4,4.5,8.4,16.9,14.7,65.3,Jet A,1.92,1.93,16.2,17.5,407.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM109,8,CFM International,CFM56-5B/3,CFM56-5B8/3,Tech Insertion,TF,6.0,22.7,96.1,C,,,NME,Yes,,,7.0,3.0,5.66,0.57,5.01,6.06,6.61,33.7,544.0,7.0,3.0,67.11,2.9,63.7,68.8,72.6,61.5,6448.0,7.0,3.0,30.71,1.0,29.7,31.8,32.5,2950.0,38.1,47.6,58.7,66.8,81.6,7.0,3.0,9.7,2.1,8.0,12.1,10.7,44.7,Jet A,1.92,1.93,16.2,17.5,338.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
01P08CM110,8,CFM International,CFM56-5B/3,CFM56-5B9/3,Tech Insertion,TF,5.9,24.2,103.6,C,,,NME,Yes,,,7.0,3.0,4.36,0.49,3.81,4.74,5.09,26.0,452.0,7.0,3.0,58.34,2.8,55.2,60.2,63.1,53.5,6047.0,7.0,3.0,32.58,1.1,31.6,33.8,34.5,3377.0,39.0,48.8,59.8,67.9,82.2,7.0,3.0,11.2,2.5,8.3,12.9,12.3,52.5,Jet A,1.92,1.93,16.2,17.5,359.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
3CM029,3,CFM International,CFM56-7B SAC,CFM56-7B18,,TF,5.5,21.59,86.74,C,,,NME,Yes,Out of production,,3.0,1.0,6.32,,,,9.7,49.5,549.0,3.0,1.0,52.45,,,,64.4,54.6,4566.0,3.0,1.0,39.99,,,,46.4,3472.0,55.8,69.7,85.8,97.0,118.4,3.0,1.0,10.7,,,,13.8,56.1,Jet A,1.86,1.97,16.9,17.7,344.0,0.0,,0,,97.8,98.0,294.0,297.0,0.01,0.0157,CFM56-7B Eval Engineering,"Peebles Test Operation (PTO), Peebles, Ohio",1996-07-01,,
8CM061,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B18/3,Tech Insertion,TF,5.5,21.4,86.7,C,,,NME,Yes,Out of production,,7.0,3.0,7.56,0.72,6.74,7.99,8.82,45.0,656.0,7.0,3.0,81.34,3.3,77.6,83.5,88.0,74.6,7055.0,7.0,3.0,31.46,1.1,30.4,32.5,33.3,2729.0,40.2,50.3,62.0,70.0,85.5,7.0,3.0,8.04,1.4,6.8,9.6,8.84,35.9,Jet A,1.92,1.93,16.2,17.5,333.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"Peebles Test Operation (PTO), Peebles, Ohio",2005-09-29,2006-03-23,Yes
3CM030,3,CFM International,CFM56-7B SAC,CFM56-7B20,,TF,5.4,22.61,91.63,C,,,NME,Yes,Out of production,,3.0,1.0,5.44,,,,8.4,42.9,504.0,3.0,1.0,47.21,,,,58.0,49.2,4324.0,3.0,1.0,41.83,,,,48.5,3829.0,56.9,71.1,87.9,99.9,122.1,3.0,1.0,11.4,,,,14.7,60.6,Jet A,1.86,1.97,16.9,17.7,361.0,0.0,,0,,97.8,98.0,294.0,297.0,0.01,0.0157,CFM56-7B Eval Engineering,"Peebles Test Operation (PTO), Peebles, Ohio",1996-07-01,,
4CM039,4,CFM International,CFM56-7B DAC,CFM56-7B20/2,,TF,5.4,22.77,91.63,C,,,NME,Yes,Out of production,,3.0,3.0,14.61,,13.8,15.9,17.0,86.9,1340.0,3.0,3.0,108.63,,102.1,114.9,117.5,99.6,9963.0,3.0,3.0,30.58,,30.4,30.8,32.4,2802.0,37.9,47.3,58.4,66.4,81.1,3.0,3.0,1.52,,0.0,3.4,1.7,6.9,Jet A,1.93,1.94,18.0,19.2,363.0,0.0,,0,,97.9,98.0,292.8,296.7,0.00814,0.0131,CFM56-7B Eval Engineering,"Peebles Test Operation (PTO), Peebles, Ohio",1997-08-30,1997-09-12,
8CM062,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B20/3,Tech Insertion,TF,5.5,22.4,91.6,C,,,NME,Yes,Out of production,,7.0,3.0,6.26,0.63,5.55,6.69,7.31,37.3,574.0,7.0,3.0,73.44,3.2,69.8,75.3,79.4,67.3,6729.0,7.0,3.0,32.59,1.1,31.5,33.7,34.5,2987.0,40.7,50.9,62.9,71.5,87.5,7.0,3.0,8.66,2.2,7.1,11.1,9.52,39.3,Jet A,1.92,1.93,16.2,17.5,348.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
3CM031,3,CFM International,CFM56-7B SAC,CFM56-7B22,,TF,5.3,24.41,100.97,C,,,NME,Yes,Out of production,,3.0,1.0,4.22,,,,6.4,32.7,432.0,3.0,1.0,39.58,,,,48.6,41.2,4002.0,3.0,1.0,45.16,,,,52.4,4560.0,59.0,73.7,90.3,102.6,124.0,3.0,1.0,12.0,,,,15.4,65.2,Jet A,1.86,1.97,16.9,17.7,390.0,0.0,,0,,97.8,98.0,294.0,297.0,0.01,0.0157,CFM56-7B Eval Engineering,"Peebles Test Operation (PTO), Peebles, Ohio",1996-07-01,,
4CM040,4,CFM International,CFM56-7B DAC,CFM56-7B22/2,,TF,5.3,24.61,100.97,C,,,NME,Yes,Out of production,,3.0,3.0,16.31,,14.6,18.2,19.0,97.1,1643.0,3.0,3.0,104.18,,96.9,111.7,112.7,95.5,10492.0,3.0,3.0,30.63,,30.4,30.9,32.4,3091.0,36.4,45.4,55.6,63.1,76.2,3.0,3.0,0.69,,0.1,1.8,0.8,3.2,Jet A,1.93,1.94,18.0,19.2,389.0,0.0,,0,,97.9,98.0,292.8,296.7,0.00814,0.0131,CFM56-7B Eval Engineering,"Peebles Test Operation (PTO), Peebles, Ohio",1997-08-30,1997-09-12,
8CM063,8,CFM International,CFM56-7B Tech Insertion,CFM56-7B22/3,Tech Insertion,TF,5.3,24.2,101.0,C,,,NME,Yes,Out of production,,7.0,3.0,4.43,0.51,3.85,4.83,5.16,26.3,447.0,7.0,3.0,61.19,3.3,57.8,64.1,66.2,56.1,6179.0,7.0,3.0,35.06,1.2,34.0,36.3,37.1,3540.0,42.0,52.5,64.3,73.0,88.4,7.0,3.0,9.84,2.3,8.0,12.4,10.83,45.9,Jet A,1.92,1.93,16.2,17.5,377.0,0.0,All,0,All,97.6,98.5,277.0,293.0,0.0015,0.00628,General Electric Company,"PTO, Ohio",2005-09-29,2006-03-23,Yes
