uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
01P18PW149,18,Pratt & Whitney,PW1100G Block-C,PW1124G1 Block-C,"TALON X, Block-C",TF,107.82,16.47,0.26,0.1,11.6,0.71
01P18PW149,18,Pratt & Whitney,PW1100G Block-C,PW1124G1 Block-C,"TALON X, Block-C",TF,91.64699999999999,13.85,0.38,0.1,7.9,0.6
01P18PW149,18,Pratt & Whitney,PW1100G Block-C,PW1124G1 Block-C,"TALON X, Block-C",TF,32.346,8.92,6.39,0.02,0.4,0.21
01P18PW149,18,Pratt & Whitney,PW1100G Block-C,PW1124G1 Block-C,"TALON X, Block-C",TF,7.5474000000000006,4.72,29.78,0.55,1.2,0.08
01P18PW150,18,Pratt & Whitney,PW1100G Block-C,PW1124G Block-C,"TALON X, Block-C",TF,107.82,16.47,0.26,0.1,11.6,0.71
01P18PW150,18,Pratt & Whitney,PW1100G Block-C,PW1124G Block-C,"TALON X, Block-C",TF,91.64699999999999,13.85,0.38,0.1,7.9,0.6
01P18PW150,18,Pratt & Whitney,PW1100G Block-C,PW1124G Block-C,"TALON X, Block-C",TF,32.346,8.92,6.39,0.02,0.4,0.21
01P18PW150,18,Pratt & Whitney,PW1100G Block-C,PW1124G Block-C,"TALON X, Block-C",TF,7.5474000000000006,4.72,29.78,0.55,1.2,0.08
01P18PW151,18,Pratt & Whitney,PW1100G Block-C,PW1127G1 Block-C,"TALON X, Block-C",TF,120.43,18.82,0.22,0.02,13.4,0.8
01P18PW151,18,Pratt & Whitney,PW1100G Block-C,PW1127G1 Block-C,"TALON X, Block-C",TF,102.3655,15.3,0.3,0.04,10.5,0.67
01P18PW151,18,Pratt & Whitney,PW1100G Block-C,PW1127G1 Block-C,"TALON X, Block-C",TF,36.129,9.07,5.36,0.02,0.5,0.2322
01P18PW151,18,Pratt & Whitney,PW1100G Block-C,PW1127G1 Block-C,"TALON X, Block-C",TF,8.430100000000001,4.84,27.93,0.43,1.2,0.08
01P18PW152,18,Pratt & Whitney,PW1100G Block-C,PW1127GA Block-C,"TALON X, Block-C",TF,120.43,18.82,0.22,0.02,13.4,0.8
01P18PW152,18,Pratt & Whitney,PW1100G Block-C,PW1127GA Block-C,"TALON X, Block-C",TF,102.3655,15.3,0.3,0.04,10.5,0.67
01P18PW152,18,Pratt & Whitney,PW1100G Block-C,PW1127GA Block-C,"TALON X, Block-C",TF,36.129,9.07,5.36,0.02,0.5,0.2322
01P18PW152,18,Pratt & Whitney,PW1100G Block-C,PW1127GA Block-C,"TALON X, Block-C",TF,8.430100000000001,4.84,27.93,0.43,1.2,0.08
01P18PW153,18,Pratt & Whitney,PW1100G Block-C,PW1127G Block-C,"TALON X, Block-C",TF,120.43,18.82,0.22,0.02,13.4,0.8
01P18PW153,18,Pratt & Whitney,PW1100G Block-C,PW1127G Block-C,"TALON X, Block-C",TF,102.3655,15.3,0.3,0.04,10.5,0.67
01P18PW153,18,Pratt & Whitney,PW1100G Block-C,PW1127G Block-C,"TALON X, Block-C",TF,36.129,9.07,5.36,0.02,0.5,0.2322
01P18PW153,18,Pratt & Whitney,PW1100G Block-C,PW1127G Block-C,"TALON X, Block-C",TF,8.430100000000001,4.84,27.93,0.43,1.2,0.08
01P18PW154,18,Pratt & Whitney,PW1100G Block-C,PW1129G Block-C,"TALON X, Block-C",TF,130.08,20.98,0.21,0.02,14.3,0.88
01P18PW154,18,Pratt & Whitney,PW1100G Block-C,PW1129G Block-C,"TALON X, Block-C",TF,110.56800000000001,16.84,0.25,0.04,12.1,0.73
01P18PW154,18,Pratt & Whitney,PW1100G Block-C,PW1129G Block-C,"TALON X, Block-C",TF,39.024,9.19,4.58,0.02,0.5,0.2546
01P18PW154,18,Pratt & Whitney,PW1100G Block-C,PW1129G Block-C,"TALON X, Block-C",TF,9.105600000000003,4.98,26.52,0.36,1.1,0.08
01P18PW155,18,Pratt & Whitney,PW1100G Block-C,PW1130G Block-C,"TALON X, Block-C",TF,147.28,25.46,0.23,0.02,15.2,1.023
01P18PW155,18,Pratt & Whitney,PW1100G Block-C,PW1130G Block-C,"TALON X, Block-C",TF,125.188,19.84,0.22,0.05,13.9,0.8385
01P18PW155,18,Pratt & Whitney,PW1100G Block-C,PW1130G Block-C,"TALON X, Block-C",TF,44.184,9.4,3.44,0.02,0.5,0.27834
01P18PW155,18,Pratt & Whitney,PW1100G Block-C,PW1130G Block-C,"TALON X, Block-C",TF,10.309600000000001,5.31,24.06,0.26,1.0,0.0988
01P18PW156,18,Pratt & Whitney,PW1100G Block-C,PW1133GA Block-C,"TALON X, Block-C",TF,147.28,25.46,0.23,0.02,15.2,1.023
01P18PW156,18,Pratt & Whitney,PW1100G Block-C,PW1133GA Block-C,"TALON X, Block-C",TF,125.188,19.84,0.22,0.05,13.9,0.8385
01P18PW156,18,Pratt & Whitney,PW1100G Block-C,PW1133GA Block-C,"TALON X, Block-C",TF,44.184,9.4,3.44,0.02,0.5,0.27834
01P18PW156,18,Pratt & Whitney,PW1100G Block-C,PW1133GA Block-C,"TALON X, Block-C",TF,10.309600000000001,5.31,24.06,0.26,1.0,0.0988
01P18PW157,18,Pratt & Whitney,PW1100G Block-C,PW1133G Block-C,"TALON X, Block-C",TF,147.28,25.46,0.23,0.02,15.2,1.023
01P18PW157,18,Pratt & Whitney,PW1100G Block-C,PW1133G Block-C,"TALON X, Block-C",TF,125.188,19.84,0.22,0.05,13.9,0.8385
01P18PW157,18,Pratt & Whitney,PW1100G Block-C,PW1133G Block-C,"TALON X, Block-C",TF,44.184,9.4,3.44,0.02,0.5,0.27834
01P18PW157,18,Pratt & Whitney,PW1100G Block-C,PW1133G Block-C,"TALON X, Block-C",TF,10.309600000000001,5.31,24.06,0.26,1.0,0.0988
01P22PW158,22,Pratt & Whitney,PW1100G Block-D,PW1122G Block-D,"TALON X, Block-D",TF,107.824385036253,18.206280669823173,0.320461702086412,0.06799236843003015,5.262864709293268,0.71
01P22PW158,22,Pratt & Whitney,PW1100G Block-D,PW1122G Block-D,"TALON X, Block-D",TF,91.65072728081505,15.392480818656622,0.4365638554509701,0.06540930477478199,3.131885242404845,0.6
01P22PW158,22,Pratt & Whitney,PW1100G Block-D,PW1122G Block-D,"TALON X, Block-D",TF,32.3473155108759,10.421867095625203,5.9396150014252385,0.06045546518032552,0.29424622925608024,0.21
01P22PW158,22,Pratt & Whitney,PW1100G Block-D,PW1122G Block-D,"TALON X, Block-D",TF,7.547706952537711,5.00762109678908,25.907242270336013,0.5102279694040561,0.7803418852577668,0.08
01P22PW159,22,Pratt & Whitney,PW1100G Block-D,PW1124G1 Block-D,"TALON X, Block-D",TF,107.824385036253,18.206280669823173,0.320461702086412,0.06799236843003015,5.262864709293268,0.71
01P22PW159,22,Pratt & Whitney,PW1100G Block-D,PW1124G1 Block-D,"TALON X, Block-D",TF,91.65072728081505,15.392480818656622,0.4365638554509701,0.06540930477478199,3.131885242404845,0.6
01P22PW159,22,Pratt & Whitney,PW1100G Block-D,PW1124G1 Block-D,"TALON X, Block-D",TF,32.3473155108759,10.421867095625203,5.9396150014252385,0.06045546518032552,0.29424622925608024,0.21
01P22PW159,22,Pratt & Whitney,PW1100G Block-D,PW1124G1 Block-D,"TALON X, Block-D",TF,7.547706952537711,5.00762109678908,25.907242270336013,0.5102279694040561,0.7803418852577668,0.08
01P22PW160,22,Pratt & Whitney,PW1100G Block-D,PW1124G Block-D,"TALON X, Block-D",TF,107.824385036253,18.206280669823173,0.320461702086412,0.06799236843003015,5.262864709293268,0.71
01P22PW160,22,Pratt & Whitney,PW1100G Block-D,PW1124G Block-D,"TALON X, Block-D",TF,91.65072728081505,15.392480818656622,0.4365638554509701,0.06540930477478199,3.131885242404845,0.6
01P22PW160,22,Pratt & Whitney,PW1100G Block-D,PW1124G Block-D,"TALON X, Block-D",TF,32.3473155108759,10.421867095625203,5.9396150014252385,0.06045546518032552,0.29424622925608024,0.21
01P22PW160,22,Pratt & Whitney,PW1100G Block-D,PW1124G Block-D,"TALON X, Block-D",TF,7.547706952537711,5.00762109678908,25.907242270336013,0.5102279694040561,0.7803418852577668,0.08
01P22PW161,22,Pratt & Whitney,PW1100G Block-D,PW1127G1 Block-D,"TALON X, Block-D",TF,120.435034028735,20.814346952465712,0.2684275376433618,0.0698237777043848,6.794761586925681,0.8
01P22PW161,22,Pratt & Whitney,PW1100G Block-D,PW1127G1 Block-D,"TALON X, Block-D",TF,102.36977892442475,16.953530019134632,0.3621315504291722,0.06693068388572461,4.546700787124188,0.67
01P22PW161,22,Pratt & Whitney,PW1100G Block-D,PW1127G1 Block-D,"TALON X, Block-D",TF,36.1305102086205,10.593098563076637,4.885424784074587,0.05819672575508861,0.2738697421850712,0.232
01P22PW161,22,Pratt & Whitney,PW1100G Block-D,PW1127G1 Block-D,"TALON X, Block-D",TF,8.43045238201145,5.202977426430152,24.52629114694696,0.45811724066138737,0.7530185265678362,0.08
01P22PW162,22,Pratt & Whitney,PW1100G Block-D,PW1127GA-JM Block-D,"TALON X, Block-D",TF,120.435034028735,20.814346952465712,0.2684275376433618,0.0698237777043848,6.794761586925681,0.8
01P22PW162,22,Pratt & Whitney,PW1100G Block-D,PW1127GA-JM Block-D,"TALON X, Block-D",TF,102.36977892442475,16.953530019134632,0.3621315504291722,0.06693068388572461,4.546700787124188,0.67
01P22PW162,22,Pratt & Whitney,PW1100G Block-D,PW1127GA-JM Block-D,"TALON X, Block-D",TF,36.1305102086205,10.593098563076637,4.885424784074587,0.05819672575508861,0.2738697421850712,0.232
01P22PW162,22,Pratt & Whitney,PW1100G Block-D,PW1127GA-JM Block-D,"TALON X, Block-D",TF,8.43045238201145,5.202977426430152,24.52629114694696,0.45811724066138737,0.7530185265678362,0.08
01P22PW163,22,Pratt & Whitney,PW1100G Block-D,PW1127G Block-D,"TALON X, Block-D",TF,120.435034028735,20.814346952465712,0.2684275376433618,0.0698237777043848,6.794761586925681,0.8
01P22PW163,22,Pratt & Whitney,PW1100G Block-D,PW1127G Block-D,"TALON X, Block-D",TF,102.36977892442475,16.953530019134632,0.3621315504291722,0.06693068388572461,4.546700787124188,0.67
01P22PW163,22,Pratt & Whitney,PW1100G Block-D,PW1127G Block-D,"TALON X, Block-D",TF,36.1305102086205,10.593098563076637,4.885424784074587,0.05819672575508861,0.2738697421850712,0.232
01P22PW163,22,Pratt & Whitney,PW1100G Block-D,PW1127G Block-D,"TALON X, Block-D",TF,8.43045238201145,5.202977426430152,24.52629114694696,0.45811724066138737,0.7530185265678362,0.08
01P22PW164,22,Pratt & Whitney,PW1100G Block-D,PW1129G-JM Block-D,"TALON X, Block-D",TF,130.087629553845,23.364167001549504,0.24541953511887726,0.07123982683425882,7.746948141755382,0.88
01P22PW164,22,Pratt & Whitney,PW1100G Block-D,PW1129G-JM Block-D,"TALON X, Block-D",TF,110.57448512076824,18.606384182159672,0.3098168034455817,0.06830450954918574,5.615544783053835,0.73
01P22PW164,22,Pratt & Whitney,PW1100G Block-D,PW1129G-JM Block-D,"TALON X, Block-D",TF,39.0262888661535,10.687742128669925,4.065989955059592,0.058175092845019094,0.26839024330507877,0.2545
01P22PW164,22,Pratt & Whitney,PW1100G Block-D,PW1129G-JM Block-D,"TALON X, Block-D",TF,9.106134068769151,5.375936765216466,23.455748867547953,0.4196006554355236,0.732584095538815,0.0795
01P22PW165,22,Pratt & Whitney,PW1100G Block-D,PW1130G Block-D,"TALON X, Block-D",TF,147.279925270228,28.883138417833834,0.24013173412519606,0.07355062689777316,8.652961024178872,1.023
01P22PW165,22,Pratt & Whitney,PW1100G Block-D,PW1130G Block-D,"TALON X, Block-D",TF,125.1879364796938,22.006597969375434,0.25517835341205597,0.07052366019140476,7.2945273895633065,0.839
01P22PW165,22,Pratt & Whitney,PW1100G Block-D,PW1130G Block-D,"TALON X, Block-D",TF,44.1839775810684,10.786516725514957,2.8730911170852096,0.060597536278841346,0.2807618208792282,0.278
01P22PW165,22,Pratt & Whitney,PW1100G Block-D,PW1130G Block-D,"TALON X, Block-D",TF,10.30959476891596,5.73951983430743,21.548191304499824,0.3551513782225655,0.6972236465076473,0.099
01P22PW166,22,Pratt & Whitney,PW1100G Block-D,PW1133GA-JM,"TALON X, Block-D",TF,147.279925270228,28.883138417833834,0.24013173412519606,0.07355062689777316,8.652961024178872,1.023
01P22PW166,22,Pratt & Whitney,PW1100G Block-D,PW1133GA-JM,"TALON X, Block-D",TF,125.1879364796938,22.006597969375434,0.25517835341205597,0.07052366019140476,7.2945273895633065,0.839
01P22PW166,22,Pratt & Whitney,PW1100G Block-D,PW1133GA-JM,"TALON X, Block-D",TF,44.1839775810684,10.786516725514957,2.8730911170852096,0.060597536278841346,0.2807618208792282,0.278
01P22PW166,22,Pratt & Whitney,PW1100G Block-D,PW1133GA-JM,"TALON X, Block-D",TF,10.30959476891596,5.73951983430743,21.548191304499824,0.3551513782225655,0.6972236465076473,0.099
01P22PW167,22,Pratt & Whitney,PW1100G Block-D,PW1133G Block-D,"TALON X, Block-D",TF,147.279925270228,28.883138417833834,0.24013173412519606,0.07355062689777316,8.652961024178872,1.023
01P22PW167,22,Pratt & Whitney,PW1100G Block-D,PW1133G Block-D,"TALON X, Block-D",TF,125.1879364796938,22.006597969375434,0.25517835341205597,0.07052366019140476,7.2945273895633065,0.839
01P22PW167,22,Pratt & Whitney,PW1100G Block-D,PW1133G Block-D,"TALON X, Block-D",TF,44.1839775810684,10.786516725514957,2.8730911170852096,0.060597536278841346,0.2807618208792282,0.278
01P22PW167,22,Pratt & Whitney,PW1100G Block-D,PW1133G Block-D,"TALON X, Block-D",TF,10.30959476891596,5.73951983430743,21.548191304499824,0.3551513782225655,0.6972236465076473,0.099
21PW139,21,Pratt & Whitney,PW1200G Block-A,PW1215G Block-A,TALON X,TF,67.66,20.0,0.4,0.03,3.0,0.551
21PW139,21,Pratt & Whitney,PW1200G Block-A,PW1215G Block-A,TALON X,TF,57.510999999999996,15.8,0.4,0.02,1.8,0.461
21PW139,21,Pratt & Whitney,PW1200G Block-A,PW1215G Block-A,TALON X,TF,20.298,8.3,3.0,0.02,0.4,0.166
21PW139,21,Pratt & Whitney,PW1200G Block-A,PW1215G Block-A,TALON X,TF,4.7362,4.8,16.0,0.02,0.4,0.065
01P22PW168,22,Pratt & Whitney,PW1200G Block-C,PW1215G Block-C,"TALON X, Block-C",TF,67.66,20.0,0.4,0.03,3.0,0.551
01P22PW168,22,Pratt & Whitney,PW1200G Block-C,PW1215G Block-C,"TALON X, Block-C",TF,57.510999999999996,15.8,0.4,0.02,1.8,0.461
01P22PW168,22,Pratt & Whitney,PW1200G Block-C,PW1215G Block-C,"TALON X, Block-C",TF,20.298,8.3,3.0,0.02,0.4,0.166
01P22PW168,22,Pratt & Whitney,PW1200G Block-C,PW1215G Block-C,"TALON X, Block-C",TF,4.7362,4.8,16.0,0.02,0.4,0.065
21PW140,21,Pratt & Whitney,PW1200G Block-A,PW1217G Block-A,TALON X,TF,75.72,25.3,0.3,0.04,3.7,0.634
21PW140,21,Pratt & Whitney,PW1200G Block-A,PW1217G Block-A,TALON X,TF,64.362,18.6,0.4,0.02,2.7,0.524
21PW140,21,Pratt & Whitney,PW1200G Block-A,PW1217G Block-A,TALON X,TF,22.715999999999998,8.6,2.5,0.01,0.4,0.184
21PW140,21,Pratt & Whitney,PW1200G Block-A,PW1217G Block-A,TALON X,TF,5.300400000000001,5.1,14.2,0.01,0.4,0.069
01P22PW169,22,Pratt & Whitney,PW1200G Block-C,PW1217G Block-C,"TALON X, Block-C",TF,75.72,25.3,0.3,0.04,3.7,0.634
01P22PW169,22,Pratt & Whitney,PW1200G Block-C,PW1217G Block-C,"TALON X, Block-C",TF,64.362,18.6,0.4,0.02,2.7,0.524
01P22PW169,22,Pratt & Whitney,PW1200G Block-C,PW1217G Block-C,"TALON X, Block-C",TF,22.715999999999998,8.6,2.5,0.01,0.4,0.184
01P22PW169,22,Pratt & Whitney,PW1200G Block-C,PW1217G Block-C,"TALON X, Block-C",TF,5.300400000000001,5.1,14.2,0.01,0.4,0.069
01P22PW172,22,Pratt & Whitney,PW1400G Block-C,PW1428G Block-C,"TALON X, Block-C",TF,132.38,20.3112124601876,0.21508460217993938,0.062372128898870394,14.457327702368966,0.87
01P22PW172,22,Pratt & Whitney,PW1400G Block-C,PW1428G Block-C,"TALON X, Block-C",TF,112.523,16.370543415010527,0.26034067029235136,0.04241435485220749,12.362407517712512,0.72
01P22PW172,22,Pratt & Whitney,PW1400G Block-C,PW1428G Block-C,"TALON X, Block-C",TF,39.714,9.172358689812336,4.72382471230351,0.023093224837530152,0.48677363395888423,0.25
01P22PW172,22,Pratt & Whitney,PW1400G Block-C,PW1428G Block-C,"TALON X, Block-C",TF,9.2666,4.964189057897695,26.642192795126448,0.3589059649047483,1.0812521027328919,0.09
01P22PW175,22,Pratt & Whitney,PW1400G Block-C,PW1431G Block-C,"TALON X, Block-C",TF,140.43,22.595514720767497,0.21662833371172063,0.01785574249746719,14.90882633901965,0.95
01P22PW175,22,Pratt & Whitney,PW1400G Block-C,PW1431G Block-C,"TALON X, Block-C",TF,119.3655,18.00404624973142,0.22988285668688943,0.044630276333403725,13.304965634723922,0.78
01P22PW175,22,Pratt & Whitney,PW1400G Block-C,PW1431G Block-C,"TALON X, Block-C",TF,42.129,9.284985158466283,4.031650479301827,0.023545642933801136,0.5100090622388141,0.27
01P22PW175,22,Pratt & Whitney,PW1400G Block-C,PW1431G Block-C,"TALON X, Block-C",TF,9.830100000000002,5.139310877244434,25.22383806491801,0.3043814095077751,1.0368271429963776,0.09
01P22PW178,22,Pratt & Whitney,PW1400G Block-D,PW1428G Block-D,"TALON X, Block-D",TF,132.382901116498,23.006879745211336,0.24752381752548658,0.07105876811948937,7.933533076346102,0.87
01P22PW178,22,Pratt & Whitney,PW1400G Block-D,PW1428G Block-D,"TALON X, Block-D",TF,112.5254659490233,18.373276443380746,0.31587810609417843,0.0681241628840427,5.860711627401393,0.72
01P22PW178,22,Pratt & Whitney,PW1400G Block-D,PW1428G Block-D,"TALON X, Block-D",TF,39.7148703349494,10.689720917020168,4.045548742519884,0.0581933334504825,0.268393270793458,0.25
01P22PW178,22,Pratt & Whitney,PW1400G Block-D,PW1428G Block-D,"TALON X, Block-D",TF,9.266803078154862,5.417903827641567,23.214160199066924,0.41113954255125407,0.7277864431310355,0.09
01P22PW181,22,Pratt & Whitney,PW1400G Block-D,PW1431G Block-D,"TALON X, Block-D",TF,140.438592589298,25.88657820264052,0.23777827835135312,0.07239392415187154,8.438266482449414,0.95
01P22PW181,22,Pratt & Whitney,PW1400G Block-D,PW1431G Block-D,"TALON X, Block-D",TF,119.37280370090329,20.225709218575503,0.27701791988421576,0.06944953367348859,6.6760198737305245,0.78
01P22PW181,22,Pratt & Whitney,PW1400G Block-D,PW1431G Block-D,"TALON X, Block-D",TF,42.1315777767894,10.750350145004631,3.334476036345393,0.05935692412099769,0.2724117658304247,0.27
01P22PW181,22,Pratt & Whitney,PW1400G Block-D,PW1431G Block-D,"TALON X, Block-D",TF,9.83070148125086,5.621340794103162,22.12630482738288,0.37410922458623475,0.711135363993251,0.09
16PW110,16,Pratt & Whitney,PW1500G Block-A,PW1525G Block-A,TALON X,TF,108.53,28.1,0.0,0.1,3.4,0.79
16PW110,16,Pratt & Whitney,PW1500G Block-A,PW1525G Block-A,TALON X,TF,92.2505,21.2,0.1,0.1,2.8,0.65
16PW110,16,Pratt & Whitney,PW1500G Block-A,PW1525G Block-A,TALON X,TF,32.559,11.1,1.6,0.1,2.4,0.23
16PW110,16,Pratt & Whitney,PW1500G Block-A,PW1525G Block-A,TALON X,TF,7.597100000000001,6.1,13.0,0.1,2.5,0.08
16PW111,16,Pratt & Whitney,PW1500G Block-A,PW1524G Block-A,TALON X,TF,108.53,28.1,0.0,0.1,3.4,0.79
16PW111,16,Pratt & Whitney,PW1500G Block-A,PW1524G Block-A,TALON X,TF,92.2505,21.2,0.1,0.1,2.8,0.65
16PW111,16,Pratt & Whitney,PW1500G Block-A,PW1524G Block-A,TALON X,TF,32.559,11.1,1.6,0.1,2.4,0.23
16PW111,16,Pratt & Whitney,PW1500G Block-A,PW1524G Block-A,TALON X,TF,7.597100000000001,6.1,13.0,0.1,2.5,0.08
16PW112,16,Pratt & Whitney,PW1500G Block-A,PW1521G Block-A,TALON X,TF,97.72,23.2,0.1,0.1,3.0,0.69
16PW112,16,Pratt & Whitney,PW1500G Block-A,PW1521G Block-A,TALON X,TF,83.062,18.5,0.1,0.1,2.57,0.58
16PW112,16,Pratt & Whitney,PW1500G Block-A,PW1521G Block-A,TALON X,TF,29.316,10.9,2.1,0.1,2.5,0.21
16PW112,16,Pratt & Whitney,PW1500G Block-A,PW1521G Block-A,TALON X,TF,6.840400000000001,5.6,14.6,0.1,2.52,0.07
16PW113,16,Pratt & Whitney,PW1500G Block-A,PW1519G Block-A,TALON X,TF,87.96,20.2,0.1,0.1,2.7,0.62
16PW113,16,Pratt & Whitney,PW1500G Block-A,PW1519G Block-A,TALON X,TF,74.76599999999999,16.7,0.0,0.1,2.4,0.52
16PW113,16,Pratt & Whitney,PW1500G Block-A,PW1519G Block-A,TALON X,TF,26.387999999999998,10.7,2.6,0.1,2.4,0.19
16PW113,16,Pratt & Whitney,PW1500G Block-A,PW1519G Block-A,TALON X,TF,6.1572000000000005,5.3,16.0,0.2,2.5,0.07
01P20PW182,20,Pratt & Whitney,PW1500G Block-C,PW1525G Block-C,"TALON X, Block-C",TF,108.53,26.0,0.0,0.0,3.4,0.79
01P20PW182,20,Pratt & Whitney,PW1500G Block-C,PW1525G Block-C,"TALON X, Block-C",TF,92.2505,20.5,0.0,0.0,2.0,0.65
01P20PW182,20,Pratt & Whitney,PW1500G Block-C,PW1525G Block-C,"TALON X, Block-C",TF,32.559,10.4,1.8,0.1,0.8,0.23
01P20PW182,20,Pratt & Whitney,PW1500G Block-C,PW1525G Block-C,"TALON X, Block-C",TF,7.597100000000001,6.0,16.7,0.1,0.5,0.08
01P20PW183,20,Pratt & Whitney,PW1500G Block-C,PW1524G Block-C,"TALON X, Block-C",TF,108.53,26.0,0.0,0.0,3.4,0.79
01P20PW183,20,Pratt & Whitney,PW1500G Block-C,PW1524G Block-C,"TALON X, Block-C",TF,92.2505,20.5,0.0,0.0,2.0,0.65
01P20PW183,20,Pratt & Whitney,PW1500G Block-C,PW1524G Block-C,"TALON X, Block-C",TF,32.559,10.4,1.8,0.1,0.8,0.23
01P20PW183,20,Pratt & Whitney,PW1500G Block-C,PW1524G Block-C,"TALON X, Block-C",TF,7.597100000000001,6.0,16.7,0.1,0.5,0.08
01P20PW184,20,Pratt & Whitney,PW1500G Block-C,PW1521G Block-C,"TALON X, Block-C",TF,97.72,22.1,0.0,0.0,2.4,0.69
01P20PW184,20,Pratt & Whitney,PW1500G Block-C,PW1521G Block-C,"TALON X, Block-C",TF,83.062,18.1,0.0,0.0,1.5,0.58
01P20PW184,20,Pratt & Whitney,PW1500G Block-C,PW1521G Block-C,"TALON X, Block-C",TF,29.316,10.1,2.5,0.1,0.8,0.21
01P20PW184,20,Pratt & Whitney,PW1500G Block-C,PW1521G Block-C,"TALON X, Block-C",TF,6.840400000000001,5.6,19.3,0.1,0.5,0.07
01P20PW186,20,Pratt & Whitney,PW1500G Block-C,PW1519G Block-C,"TALON X, Block-C",TF,87.96,19.6,0.0,0.0,1.7,0.62
01P20PW186,20,Pratt & Whitney,PW1500G Block-C,PW1519G Block-C,"TALON X, Block-C",TF,74.76599999999999,16.6,0.0,0.0,1.2,0.52
01P20PW186,20,Pratt & Whitney,PW1500G Block-C,PW1519G Block-C,"TALON X, Block-C",TF,26.387999999999998,9.8,3.3,0.1,0.8,0.19
01P20PW186,20,Pratt & Whitney,PW1500G Block-C,PW1519G Block-C,"TALON X, Block-C",TF,6.1572000000000005,5.3,21.4,0.2,0.4,0.07
01P20PW187,20,Pratt & Whitney,PW1900G Block-C,PW1919G Block-C,"TALON X, Block-C",TF,92.79,20.0,0.0,0.0,2.0,0.65
01P20PW187,20,Pratt & Whitney,PW1900G Block-C,PW1919G Block-C,"TALON X, Block-C",TF,78.8715,16.7,0.0,0.0,1.3,0.54
01P20PW187,20,Pratt & Whitney,PW1900G Block-C,PW1919G Block-C,"TALON X, Block-C",TF,27.837,9.8,3.3,0.1,0.8,0.2
01P20PW187,20,Pratt & Whitney,PW1900G Block-C,PW1919G Block-C,"TALON X, Block-C",TF,6.495300000000001,5.2,22.2,0.2,0.5,0.07
01P20PW188,20,Pratt & Whitney,PW1900G Block-C,PW1921G Block-C,"TALON X, Block-C",TF,100.3,22.2,0.0,0.0,2.6,0.71
01P20PW188,20,Pratt & Whitney,PW1900G Block-C,PW1921G Block-C,"TALON X, Block-C",TF,85.255,18.1,0.0,0.0,1.6,0.59
01P20PW188,20,Pratt & Whitney,PW1900G Block-C,PW1921G Block-C,"TALON X, Block-C",TF,30.089999999999996,10.0,2.7,0.1,0.8,0.21
01P20PW188,20,Pratt & Whitney,PW1900G Block-C,PW1921G Block-C,"TALON X, Block-C",TF,7.021000000000001,5.5,19.8,0.1,0.5,0.07
01P20PW189,20,Pratt & Whitney,PW1900G Block-C,PW1922G Block-C,"TALON X, Block-C",TF,105.93,24.2,0.0,0.0,3.1,0.76
01P20PW189,20,Pratt & Whitney,PW1900G Block-C,PW1922G Block-C,"TALON X, Block-C",TF,90.04050000000001,19.3,0.0,0.0,1.8,0.63
01P20PW189,20,Pratt & Whitney,PW1900G Block-C,PW1922G Block-C,"TALON X, Block-C",TF,31.779,10.2,2.3,0.1,0.8,0.22
01P20PW189,20,Pratt & Whitney,PW1900G Block-C,PW1922G Block-C,"TALON X, Block-C",TF,7.415100000000002,5.7,18.4,0.1,0.5,0.07
01P20PW191,20,Pratt & Whitney,PW1900G Block-C,PW1923G Block-C,"TALON X, Block-C",TF,105.93,24.2,0.0,0.0,3.1,0.76
01P20PW191,20,Pratt & Whitney,PW1900G Block-C,PW1923G Block-C,"TALON X, Block-C",TF,90.04050000000001,19.3,0.0,0.0,1.8,0.63
01P20PW191,20,Pratt & Whitney,PW1900G Block-C,PW1923G Block-C,"TALON X, Block-C",TF,31.779,10.2,2.3,0.1,0.8,0.22
01P20PW191,20,Pratt & Whitney,PW1900G Block-C,PW1923G Block-C,"TALON X, Block-C",TF,7.415100000000002,5.7,18.4,0.1,0.5,0.07
4PW072,4,Pratt & Whitney,PW2000,PW2037,,TF,166.35,29.41,0.33,0.02,6.0,1.571
4PW072,4,Pratt & Whitney,PW2000,PW2037,,TF,141.39749999999998,23.96,0.34,0.02,10.5,1.307
4PW072,4,Pratt & Whitney,PW2000,PW2037,,TF,49.904999999999994,9.77,1.95,0.11,3.0,0.458
4PW072,4,Pratt & Whitney,PW2000,PW2037,,TF,11.6445,4.1,22.36,1.92,1.0,0.152
4PW073,4,Pratt & Whitney,PW2000,PW2040,,TF,182.02,35.04,0.32,0.01,4.5,1.752
4PW073,4,Pratt & Whitney,PW2000,PW2040,,TF,154.717,26.62,0.41,0.02,9.5,1.445
4PW073,4,Pratt & Whitney,PW2000,PW2040,,TF,54.606,10.49,1.42,0.1,3.6,0.496
4PW073,4,Pratt & Whitney,PW2000,PW2040,,TF,12.741400000000002,4.37,19.95,1.65,1.0,0.159
7PW077,7,Pratt & Whitney Canada,,PW306A,Annular,MTF,26.87,20.08,2.27,0.0,2.6,0.3171
7PW077,7,Pratt & Whitney Canada,,PW306A,Annular,MTF,22.8395,19.26,2.51,0.0,0.8,0.2641
7PW077,7,Pratt & Whitney Canada,,PW306A,Annular,MTF,8.061,11.87,7.11,0.0,0.0,0.0974
